,EmpId,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,Department_x,StandardHours_x,HourlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,BusinessTravel,Department_y,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,PerformanceRating,StandardHours_y,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Age_group,Income_group
1225,101220,29,9,4,Medical,Female,Married,No,Research & Development,200,15.0,2974,17,1,Travel_Rarely,Research & Development,1,Laboratory Technician,3,9,3,200,9,2,3,5,3,1,2,No,25-34,2001-4000
1226,101221,36,2,4,Life Sciences,Female,Single,No,Sales,200,23.0,4502,15,0,Travel_Rarely,Sales,2,Sales Representative,4,3,3,200,17,2,2,13,7,6,7,No,35-44,4001-6000
1227,101222,45,1,1,Life Sciences,Male,Married,No,Research & Development,200,54.0,10748,23,1,Non-Travel,Research & Development,3,Healthcare Representative,3,3,4,200,25,3,2,23,15,14,4,No,45-54,8001-12000
1228,101223,24,22,1,Human Resources,Male,Married,Yes,Human Resources,200,8.0,1555,11,1,Travel_Rarely,Human Resources,1,Human Resources,3,1,3,200,1,2,3,1,0,0,0,No,18-24,1000-2000
1229,101224,47,9,3,Life Sciences,Male,Married,Yes,Sales,200,65.0,12936,11,0,Travel_Frequently,Sales,4,Sales Executive,3,7,3,200,25,3,1,23,5,14,10,No,45-54,12001-15000
1230,101225,26,17,4,Medical,Male,Married,No,Research & Development,200,12.0,2305,15,3,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,3,200,3,3,4,3,2,0,2,No,25-34,2001-4000
1231,101226,45,28,2,Technical Degree,Female,Single,No,Research & Development,200,84.0,16704,11,0,Travel_Rarely,Research & Development,4,Research Director,2,1,3,200,21,2,3,21,6,8,6,No,45-54,>15000
1232,101227,32,10,3,Life Sciences,Male,Married,No,Research & Development,200,17.0,3433,13,1,Travel_Frequently,Research & Development,1,Research Scientist,3,6,3,200,10,3,2,5,2,1,3,No,25-34,2001-4000
1233,101228,31,2,4,Life Sciences,Male,Married,No,Research & Development,200,17.0,3477,14,1,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,3,200,6,2,4,5,2,0,3,No,25-34,2001-4000
1234,101229,41,4,3,Human Resources,Male,Married,No,Human Resources,200,32.0,6430,19,1,Non-Travel,Human Resources,2,Human Resources,2,6,3,200,10,4,3,3,2,1,2,No,35-44,6001-8000
1235,101230,40,8,2,Life Sciences,Female,Married,No,Research & Development,200,33.0,6516,16,1,Travel_Rarely,Research & Development,2,Manufacturing Director,1,2,3,200,18,3,3,1,0,0,0,Yes,35-44,6001-8000
1236,101231,24,29,1,Medical,Male,Divorced,No,Research & Development,200,20.0,3907,13,3,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,6,2,4,6,2,1,2,No,18-24,2001-4000
1237,101232,46,13,4,Life Sciences,Male,Single,No,Research & Development,200,28.0,5562,14,0,Travel_Rarely,Research & Development,2,Healthcare Representative,2,6,2,200,19,3,3,10,7,0,9,No,45-54,4001-6000
1238,101233,35,27,4,Life Sciences,Male,Married,No,Research & Development,200,34.0,6883,16,1,Travel_Rarely,Research & Development,2,Manufacturing Director,3,2,3,200,17,3,3,7,7,0,7,No,35-44,6001-8000
1239,101234,30,16,1,Life Sciences,Male,Married,No,Research & Development,200,14.0,2862,12,1,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,10,2,2,10,0,0,8,No,25-34,2001-4000
1240,101235,47,2,4,Marketing,Male,Married,No,Sales,200,25.0,4978,11,1,Non-Travel,Sales,2,Sales Executive,2,7,3,200,4,3,1,1,0,0,0,No,45-54,4001-6000
1241,101236,46,2,3,Life Sciences,Male,Divorced,No,Sales,200,52.0,10368,12,1,Travel_Rarely,Sales,3,Sales Executive,4,4,3,200,13,5,2,10,6,0,3,Yes,45-54,8001-12000
1242,101237,36,13,5,Marketing,Male,Divorced,Yes,Sales,200,31.0,6134,13,3,Travel_Rarely,Sales,2,Sales Executive,1,5,3,200,16,3,3,2,2,2,2,Yes,35-44,6001-8000
1243,101238,32,1,2,Life Sciences,Male,Single,Yes,Sales,200,34.0,6735,15,0,Travel_Rarely,Sales,2,Sales Executive,2,6,2,200,10,2,3,0,0,0,0,No,25-34,6001-8000
1244,101239,23,4,1,Medical,Female,Single,No,Research & Development,200,16.0,3295,13,0,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,1,200,3,3,1,3,2,1,2,No,18-24,2001-4000
1245,101240,31,24,1,Technical Degree,Female,Single,No,Research & Development,200,26.0,5238,20,0,Travel_Frequently,Research & Development,2,Manufacturing Director,4,2,4,200,9,3,2,5,4,1,4,No,25-34,4001-6000
1246,101241,39,1,3,Life Sciences,Male,Married,No,Research & Development,200,32.0,6472,15,1,Non-Travel,Research & Development,2,Laboratory Technician,4,1,3,200,9,2,3,9,8,5,8,Yes,35-44,6001-8000
1247,101242,32,19,3,Life Sciences,Male,Married,No,Sales,200,48.0,9610,13,1,Travel_Rarely,Sales,3,Sales Executive,3,3,3,200,10,2,1,4,3,0,2,No,25-34,8001-12000
1248,101243,40,7,4,Medical,Male,Single,No,Sales,200,99.0,19833,14,0,Travel_Rarely,Sales,5,Manager,2,1,3,200,21,3,2,21,8,12,8,No,35-44,>15000
1249,101244,45,4,3,Life Sciences,Female,Married,No,Human Resources,200,49.0,9756,21,2,Travel_Rarely,Human Resources,3,Human Resources,3,4,4,200,9,2,4,5,0,0,3,No,45-54,8001-12000
1250,101245,30,2,4,Technical Degree,Female,Single,No,Research & Development,200,25.0,4968,16,0,Travel_Frequently,Research & Development,1,Research Scientist,1,0,3,200,10,2,3,9,7,0,7,No,25-34,4001-6000
1251,101246,24,10,3,Medical,Male,Married,No,Human Resources,200,11.0,2145,14,1,Travel_Frequently,Human Resources,1,Human Resources,4,0,3,200,3,2,3,2,2,2,1,No,18-24,2001-4000
1252,101247,30,8,3,Human Resources,Female,Divorced,Yes,Human Resources,200,11.0,2180,11,1,Travel_Frequently,Human Resources,1,Human Resources,4,6,3,200,6,0,2,4,2,1,2,No,25-34,2001-4000
1253,101248,31,5,3,Technical Degree,Male,Married,No,Sales,200,42.0,8346,19,1,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,6,3,3,5,2,0,2,No,25-34,8001-12000
1254,101249,27,8,3,Medical,Female,Single,No,Research & Development,200,17.0,3445,11,0,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,6,5,2,6,2,1,4,No,25-34,2001-4000
1255,101250,29,9,3,Marketing,Female,Single,Yes,Sales,200,14.0,2760,13,0,Travel_Rarely,Sales,1,Sales Representative,2,1,1,200,2,3,3,2,2,2,2,No,25-34,2001-4000
1256,101251,29,1,3,Life Sciences,Male,Single,No,Research & Development,200,31.0,6294,12,0,Travel_Frequently,Research & Development,2,Healthcare Representative,3,8,3,200,10,5,4,3,2,0,2,Yes,25-34,6001-8000
1257,101252,30,15,2,Marketing,Male,Divorced,No,Sales,200,36.0,7140,11,1,Travel_Rarely,Sales,3,Sales Executive,1,2,3,200,12,2,3,7,7,1,7,No,25-34,6001-8000
1258,101253,34,2,4,Medical,Male,Married,No,Research & Development,200,15.0,2932,14,3,Travel_Rarely,Research & Development,1,Research Scientist,4,0,3,200,6,3,3,5,0,1,2,Yes,25-34,2001-4000
1259,101254,33,2,3,Marketing,Female,Single,No,Sales,200,26.0,5147,15,0,Non-Travel,Sales,2,Sales Executive,2,8,2,200,13,2,2,11,7,1,7,No,25-34,4001-6000
1260,101255,49,11,4,Marketing,Female,Single,No,Sales,200,23.0,4507,12,0,Travel_Rarely,Sales,2,Sales Executive,4,3,3,200,8,1,4,5,1,0,4,No,45-54,4001-6000
1261,101256,33,16,3,Life Sciences,Female,Single,Yes,Sales,200,43.0,8564,20,0,Travel_Rarely,Sales,3,Sales Executive,1,2,4,200,11,2,2,0,0,0,0,Yes,25-34,8001-12000
1262,101257,38,2,2,Medical,Female,Married,No,Research & Development,200,12.0,2468,14,1,Travel_Frequently,Research & Development,1,Laboratory Technician,2,4,3,200,9,4,2,6,1,0,5,No,35-44,2001-4000
1263,101258,31,16,4,Marketing,Male,Married,Yes,Sales,200,41.0,8161,13,3,Travel_Rarely,Sales,3,Sales Executive,3,2,3,200,10,2,3,1,0,0,0,No,25-34,8001-12000
1264,101259,29,4,3,Technical Degree,Female,Divorced,No,Research & Development,200,11.0,2109,13,1,Travel_Rarely,Research & Development,1,Research Scientist,1,1,3,200,1,2,3,1,0,0,0,No,25-34,2001-4000
1265,101260,30,16,3,Life Sciences,Male,Married,No,Research & Development,200,26.0,5294,16,1,Travel_Rarely,Research & Development,2,Healthcare Representative,3,3,3,200,10,3,3,7,0,1,7,No,25-34,4001-6000
1266,101261,32,5,4,Technical Degree,Male,Single,No,Research & Development,200,14.0,2718,14,0,Non-Travel,Research & Development,1,Research Scientist,2,2,2,200,12,3,3,7,7,0,7,No,25-34,2001-4000
1267,101262,38,18,3,Medical,Male,Married,No,Research & Development,200,29.0,5811,16,1,Travel_Rarely,Research & Development,2,Healthcare Representative,4,3,3,200,15,2,3,1,0,1,0,Yes,35-44,4001-6000
1268,101263,43,17,3,Technical Degree,Male,Married,Yes,Research & Development,200,12.0,2437,16,1,Travel_Frequently,Research & Development,1,Research Scientist,3,9,3,200,6,4,3,1,0,0,0,Yes,35-44,2001-4000
1269,101264,42,12,3,Medical,Male,Divorced,No,Research & Development,200,14.0,2766,22,3,Travel_Rarely,Research & Development,1,Laboratory Technician,2,8,4,200,7,6,2,5,3,0,4,No,35-44,2001-4000
1270,101265,55,2,3,Medical,Male,Married,No,Research & Development,200,95.0,19038,12,3,Travel_Rarely,Research & Development,5,Research Director,1,8,3,200,34,2,3,1,0,0,0,No,55-60,>15000
1271,101266,33,4,3,Technical Degree,Male,Divorced,No,Research & Development,200,15.0,3055,15,2,Non-Travel,Research & Development,2,Research Scientist,2,5,3,200,11,2,2,9,8,1,7,No,25-34,2001-4000
1272,101267,41,9,4,Life Sciences,Male,Divorced,No,Research & Development,200,11.0,2289,20,2,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,4,200,5,2,3,5,3,0,4,No,35-44,2001-4000
1273,101268,34,10,3,Life Sciences,Male,Divorced,No,Sales,200,20.0,4001,14,1,Non-Travel,Sales,2,Sales Executive,3,1,3,200,15,3,3,15,14,0,7,Yes,25-34,4001-6000
1274,101269,53,1,4,Medical,Female,Married,No,Research & Development,200,65.0,12965,20,3,Non-Travel,Research & Development,4,Manufacturing Director,3,4,4,200,27,2,2,3,2,0,2,Yes,45-54,12001-15000
1275,101270,43,2,3,Life Sciences,Male,Single,No,Human Resources,200,18.0,3539,13,0,Travel_Rarely,Human Resources,1,Human Resources,4,0,3,200,10,5,3,9,7,1,8,No,35-44,2001-4000
1276,101271,34,3,2,Life Sciences,Female,Single,No,Sales,200,30.0,6029,12,0,Travel_Rarely,Sales,2,Sales Executive,4,5,3,200,6,3,3,2,2,2,2,No,25-34,6001-8000
1277,101272,21,7,1,Marketing,Male,Single,Yes,Sales,200,13.0,2679,13,0,Travel_Rarely,Sales,1,Sales Representative,2,1,1,200,1,3,3,1,0,1,0,No,18-24,2001-4000
1278,101273,38,6,2,Other,Female,Married,No,Research & Development,200,19.0,3702,11,1,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,3,200,5,3,3,5,4,0,4,No,35-44,2001-4000
1279,101274,22,8,1,Medical,Female,Married,Yes,Research & Development,200,12.0,2398,17,0,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,1,6,3,1,0,0,0,Yes,18-24,2001-4000
1280,101275,31,29,4,Marketing,Female,Married,No,Sales,200,27.0,5468,14,2,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,13,3,3,12,7,5,7,No,25-34,4001-6000
1281,101276,51,3,3,Technical Degree,Female,Married,No,Research & Development,200,66.0,13116,11,0,Travel_Rarely,Research & Development,3,Manager,3,2,3,200,15,2,3,2,2,2,2,No,45-54,12001-15000
1282,101277,37,9,2,Marketing,Male,Married,No,Sales,200,21.0,4189,14,2,Travel_Rarely,Sales,2,Sales Executive,2,1,3,200,5,2,3,5,2,0,3,No,35-44,4001-6000
1283,101278,46,2,4,Medical,Male,Divorced,No,Research & Development,200,97.0,19328,17,1,Travel_Rarely,Research & Development,5,Research Director,4,7,3,200,24,3,3,2,1,2,2,Yes,45-54,>15000
1284,101279,36,10,3,Life Sciences,Male,Married,No,Research & Development,200,42.0,8321,13,1,Travel_Rarely,Research & Development,3,Healthcare Representative,1,7,3,200,15,1,3,12,8,5,7,Yes,35-44,8001-12000
1285,101280,44,1,2,Medical,Male,Divorced,Yes,Research & Development,200,12.0,2342,12,3,Travel_Frequently,Research & Development,1,Research Scientist,2,1,1,200,6,2,2,5,3,2,3,Yes,35-44,2001-4000
1286,101281,37,8,2,Other,Male,Divorced,No,Human Resources,200,20.0,4071,13,0,Travel_Rarely,Human Resources,2,Human Resources,2,2,1,200,19,4,2,10,0,4,7,No,35-44,4001-6000
1287,101282,35,27,3,Life Sciences,Male,Single,Yes,Sales,200,29.0,5813,18,0,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,10,2,3,10,7,7,7,Yes,35-44,4001-6000
1288,101283,33,8,4,Life Sciences,Male,Married,No,Research & Development,200,16.0,3143,19,1,Travel_Rarely,Research & Development,1,Research Scientist,1,6,3,200,14,1,3,10,8,7,6,No,25-34,2001-4000
1289,101284,28,1,3,Life Sciences,Male,Married,No,Research & Development,200,10.0,2044,11,1,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,5,6,4,5,3,0,3,No,25-34,2001-4000
1290,101285,39,10,1,Medical,Male,Single,No,Research & Development,200,67.0,13464,21,0,Travel_Rarely,Research & Development,3,Research Director,3,7,4,200,9,3,3,4,3,2,2,No,35-44,12001-15000
1291,101286,46,26,2,Life Sciences,Male,Single,No,Sales,200,40.0,7991,15,0,Non-Travel,Sales,2,Sales Executive,2,8,2,200,6,3,3,2,2,2,2,No,45-54,6001-8000
1292,101287,40,2,2,Life Sciences,Female,Married,No,Research & Development,200,17.0,3377,17,1,Travel_Rarely,Research & Development,1,Laboratory Technician,1,4,3,200,7,5,2,4,3,0,2,No,35-44,2001-4000
1293,101288,42,13,3,Medical,Male,Married,No,Research & Development,200,28.0,5538,18,2,Travel_Rarely,Research & Development,2,Healthcare Representative,1,5,3,200,10,2,2,0,0,0,0,No,35-44,4001-6000
1294,101289,35,2,2,Medical,Male,Divorced,No,Research & Development,200,29.0,5762,14,1,Non-Travel,Research & Development,2,Manufacturing Director,4,2,3,200,15,6,3,7,7,1,7,No,35-44,4001-6000
1295,101290,38,2,3,Human Resources,Male,Divorced,No,Human Resources,200,13.0,2592,13,3,Non-Travel,Human Resources,1,Human Resources,2,5,3,200,13,3,3,11,10,3,8,No,35-44,2001-4000
1296,101291,34,9,4,Life Sciences,Male,Married,Yes,Research & Development,200,27.0,5346,17,1,Travel_Frequently,Research & Development,2,Laboratory Technician,1,4,3,200,11,3,2,7,1,0,7,No,25-34,4001-6000
1297,101292,37,10,4,Medical,Male,Single,Yes,Research & Development,200,21.0,4213,15,0,Travel_Rarely,Research & Development,2,Manufacturing Director,1,1,3,200,10,4,1,10,3,0,8,No,35-44,4001-6000
1298,101293,39,20,3,Life Sciences,Male,Divorced,No,Sales,200,21.0,4127,18,1,Travel_Frequently,Sales,2,Sales Executive,4,2,3,200,7,6,3,2,1,2,2,No,35-44,4001-6000
1299,101294,43,9,3,Life Sciences,Male,Single,No,Research & Development,200,12.0,2438,13,0,Non-Travel,Research & Development,1,Research Scientist,3,4,3,200,7,2,2,3,2,1,2,No,35-44,2001-4000
1300,101295,41,5,3,Life Sciences,Male,Single,No,Research & Development,200,34.0,6870,12,0,Travel_Rarely,Research & Development,2,Healthcare Representative,2,3,1,200,11,3,1,3,2,1,2,No,35-44,6001-8000
1301,101296,41,4,1,Marketing,Female,Divorced,No,Sales,200,52.0,10447,13,1,Travel_Rarely,Sales,3,Sales Executive,3,0,3,200,23,3,4,22,14,13,5,Yes,35-44,8001-12000
1302,101297,30,10,3,Medical,Female,Single,No,Research & Development,200,48.0,9667,14,0,Travel_Rarely,Research & Development,3,Manufacturing Director,3,9,3,200,9,3,3,7,7,0,2,No,25-34,8001-12000
1303,101298,26,20,2,Medical,Female,Married,Yes,Human Resources,200,11.0,2148,11,0,Travel_Rarely,Human Resources,1,Human Resources,2,0,1,200,6,3,3,5,1,1,4,Yes,25-34,2001-4000
1304,101299,46,21,2,Medical,Female,Married,Yes,Research & Development,200,45.0,8926,22,1,Travel_Rarely,Research & Development,2,Healthcare Representative,2,4,2,200,13,2,4,9,7,3,7,No,45-54,8001-12000
1305,101300,40,1,3,Life Sciences,Female,Divorced,No,Research & Development,200,33.0,6513,17,1,Travel_Rarely,Research & Development,2,Healthcare Representative,4,4,3,200,12,3,3,5,3,0,3,No,35-44,6001-8000
1306,101301,34,8,2,Technical Degree,Male,Married,No,Sales,200,34.0,6799,21,2,Travel_Rarely,Sales,2,Sales Executive,3,1,4,200,10,5,3,10,8,4,8,No,25-34,6001-8000
1307,101302,58,2,3,Medical,Male,Divorced,No,Sales,200,81.0,16291,22,1,Non-Travel,Sales,4,Manager,2,4,2,200,37,0,2,16,9,14,14,No,55-60,>15000
1308,101303,35,23,4,Medical,Male,Married,No,Research & Development,200,14.0,2705,16,1,Travel_Rarely,Research & Development,1,Laboratory Technician,3,0,3,200,6,2,4,5,4,0,3,No,35-44,2001-4000
1309,101304,47,4,3,Life Sciences,Female,Divorced,No,Research & Development,200,52.0,10333,12,1,Travel_Rarely,Research & Development,3,Manufacturing Director,2,8,3,200,28,4,3,22,11,14,10,Yes,45-54,8001-12000
1310,101305,40,12,3,Life Sciences,Female,Divorced,No,Research & Development,200,22.0,4448,12,1,Travel_Rarely,Research & Development,2,Healthcare Representative,1,2,3,200,15,3,3,7,4,7,7,No,35-44,4001-6000
1311,101306,54,7,4,Medical,Female,Married,No,Research & Development,200,34.0,6854,15,1,Travel_Rarely,Research & Development,2,Research Scientist,4,4,3,200,14,2,2,7,1,1,7,No,45-54,6001-8000
1312,101307,31,7,4,Marketing,Female,Married,No,Sales,200,48.0,9637,14,2,Travel_Frequently,Sales,3,Sales Executive,1,2,3,200,9,3,3,3,2,2,2,No,25-34,8001-12000
1313,101308,28,1,3,Medical,Female,Married,No,Research & Development,200,18.0,3591,25,1,Travel_Rarely,Research & Development,1,Research Scientist,1,1,4,200,3,3,3,3,2,1,2,No,25-34,2001-4000
1314,101309,38,2,4,Marketing,Female,Married,No,Sales,200,27.0,5405,20,2,Travel_Rarely,Sales,2,Sales Representative,4,2,4,200,20,4,2,4,2,0,3,Yes,35-44,4001-6000
1315,101310,26,10,3,Medical,Male,Single,No,Sales,200,23.0,4684,13,0,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,5,4,3,5,3,1,2,No,25-34,4001-6000
1316,101311,58,15,4,Life Sciences,Male,Married,No,Research & Development,200,79.0,15787,14,0,Travel_Frequently,Research & Development,4,Research Director,3,2,3,200,23,3,3,2,2,2,2,Yes,55-60,>15000
1317,101312,18,14,3,Medical,Female,Single,No,Research & Development,200,8.0,1514,16,0,Non-Travel,Research & Development,1,Research Scientist,3,1,3,200,0,4,1,0,0,0,0,No,18-24,1000-2000
1318,101313,31,18,5,Human Resources,Male,Married,Yes,Human Resources,200,15.0,2956,17,0,Travel_Rarely,Human Resources,1,Human Resources,1,0,3,200,2,4,3,1,0,0,0,No,25-34,2001-4000
1319,101314,29,13,3,Human Resources,Male,Divorced,Yes,Human Resources,200,12.0,2335,15,3,Travel_Rarely,Human Resources,1,Human Resources,1,4,1,200,4,3,3,2,2,2,0,Yes,25-34,2001-4000
1320,101315,45,2,4,Life Sciences,Female,Married,No,Sales,200,26.0,5154,22,2,Non-Travel,Sales,2,Sales Executive,3,4,4,200,10,3,4,8,7,5,7,No,45-54,4001-6000
1321,101316,36,2,4,Other,Female,Married,No,Research & Development,200,35.0,6962,22,1,Travel_Rarely,Research & Development,2,Research Scientist,2,4,4,200,15,2,3,1,0,0,0,Yes,35-44,6001-8000
1322,101317,43,2,4,Life Sciences,Male,Married,No,Sales,200,28.0,5675,20,1,Travel_Frequently,Sales,2,Sales Executive,4,1,4,200,7,5,3,7,7,7,7,No,35-44,4001-6000
1323,101318,27,5,2,Life Sciences,Female,Single,No,Research & Development,200,12.0,2379,14,0,Travel_Frequently,Research & Development,1,Laboratory Technician,4,0,3,200,6,3,2,5,4,0,2,Yes,25-34,2001-4000
1324,101319,29,20,1,Medical,Male,Married,No,Research & Development,200,19.0,3812,13,0,Travel_Frequently,Research & Development,1,Laboratory Technician,4,1,3,200,11,3,4,11,8,3,10,No,25-34,2001-4000
1325,101320,32,10,4,Marketing,Male,Single,No,Sales,200,23.0,4648,13,0,Travel_Frequently,Sales,2,Sales Executive,4,8,3,200,4,2,4,0,0,0,0,No,25-34,4001-6000
1326,101321,42,10,4,Technical Degree,Male,Married,No,Research & Development,200,15.0,2936,22,2,Non-Travel,Research & Development,1,Research Scientist,3,3,4,200,10,1,2,6,3,3,3,No,35-44,2001-4000
1327,101322,47,9,4,Life Sciences,Female,Single,No,Research & Development,200,11.0,2105,12,0,Travel_Rarely,Research & Development,1,Laboratory Technician,3,4,3,200,7,2,3,2,2,2,0,No,45-54,2001-4000
1328,101323,46,2,2,Life Sciences,Male,Divorced,No,Research & Development,200,43.0,8578,14,1,Travel_Rarely,Research & Development,3,Manufacturing Director,4,3,3,200,12,4,2,9,8,4,7,No,45-54,8001-12000
1329,101324,28,1,2,Life Sciences,Male,Divorced,No,Human Resources,200,14.0,2706,15,1,Non-Travel,Human Resources,1,Human Resources,4,1,3,200,3,2,3,3,2,2,2,No,25-34,2001-4000
1330,101325,29,29,1,Life Sciences,Male,Divorced,No,Research & Development,200,32.0,6384,17,2,Travel_Rarely,Research & Development,2,Healthcare Representative,3,8,3,200,11,3,3,7,0,1,6,No,25-34,6001-8000
1331,101326,42,8,3,Life Sciences,Male,Single,No,Research & Development,200,20.0,3968,13,0,Travel_Rarely,Research & Development,1,Laboratory Technician,3,4,3,200,8,3,3,0,0,0,0,No,35-44,2001-4000
1332,101327,32,2,4,Marketing,Male,Single,Yes,Sales,200,50.0,9907,12,0,Travel_Rarely,Sales,2,Sales Executive,2,7,1,200,7,3,2,2,2,2,2,Yes,25-34,8001-12000
1333,101328,46,3,3,Technical Degree,Female,Divorced,No,Sales,200,66.0,13225,12,1,Travel_Rarely,Sales,4,Sales Executive,1,2,3,200,25,5,3,19,17,2,8,No,45-54,12001-15000
1334,101329,27,23,1,Medical,Female,Married,No,Sales,200,18.0,3540,21,1,Travel_Rarely,Sales,2,Sales Representative,3,1,4,200,9,5,3,9,8,5,8,No,25-34,2001-4000
1335,101330,29,6,1,Medical,Male,Married,No,Human Resources,200,14.0,2804,11,0,Travel_Rarely,Human Resources,1,Human Resources,2,1,1,200,1,3,3,1,0,0,0,No,25-34,2001-4000
1336,101331,43,6,3,Medical,Female,Married,No,Research & Development,200,97.0,19392,13,0,Travel_Rarely,Research & Development,5,Manager,3,7,3,200,21,2,3,16,12,6,14,No,35-44,>15000
1337,101332,48,10,3,Life Sciences,Male,Married,No,Research & Development,200,98.0,19665,12,0,Travel_Rarely,Research & Development,5,Research Director,2,4,3,200,29,3,3,22,10,12,9,No,45-54,>15000
